,0,1,2
0,0.0,0.0,60.0
1,0.04880879234165338,0.0006990284435703238,60.00012795122012
2,0.07857472061004452,0.002226106295900963,60.000252137888324
3,0.09670711056243057,0.004902724995934521,60.00037404746341
4,0.1077573130872571,0.009314044722387331,60.00049463710486
5,0.11451369965450102,0.0164335466547418,60.000614568071875
6,0.1186939510537829,0.02783680558170419,60.00073436697273
7,0.12137173995984646,0.046049478784820255,60.000854551618694
8,0.12324272754048694,0.07510576482681741,60.00097575122726
9,0.12479545783142229,0.12143967357512869,60.00109884902385
10,0.12642864820002003,0.19530364058254668,60.00122517948268
11,0.12854199006875697,0.3130213412140833,60.001356823890276
12,0.13293263554650583,0.5005118039391936,60.001503487183
13,0.13911638587634534,0.7990544471151847,60.00166257047285
14,0.14766365055152272,1.2739613100032705,60.001841860670794
15,0.1644192721049629,2.027903333450534,60.00208413917778
16,0.18922321821386878,3.2247518150539065,60.0023910754311
17,0.22789125842279126,5.1306142016783625,60.002774082929676
18,0.28281638258449454,8.17138644774118,60.00325184723487
19,0.3567785355688894,13.018075056131277,60.003865220421524
20,0.4400566832531413,20.738439880858678,60.00465408067391
21,0.46050008890095867,33.102458634419975,60.00557071342112
22,0.3953342607252674,52.89585359187822,60.00673261850887
23,0.23679873562467327,84.4934089188248,60.00842161268226
24,-0.14631634997682932,134.91667050950218,60.01145229953662
25,-1.0931644752123453,215.35200626474398,60.01740764727836
26,-3.4477176406160406,343.62787369406226,60.03086325659712
27,-9.410544564175312,547.9688938675961,60.06369367011742
28,-24.623354207573094,872.9731339833797,60.146465398141025
29,-63.274871952404844,1388.9152429925764,60.35691732659091
30,-160.20023648329752,2206.9892413618877,60.88899947740343
31,-402.0426017978107,3508.6098649561563,62.231902776908875
32,-1005.4145977307784,5618.599315914188,65.64438943487328
33,-2514.3427886976506,9259.820986128732,74.5290806555063
34,-6189.984062855083,16734.8111925005,98.11403347371706
35,-7870.276674778197,31577.598455908894,105.05381058523952
36,-5946.275234510735,40958.08051604237,41.29236165373387
37,-32331.56283146098,41361.77130077275,72.39248381906314
38,523540.7775892053,76991.09679351293,-824.6657325898425
39,2135439550.3036172,102209354.22322321,-1603286.0481424453
40,9.586541459999763e+25,2.1069250314627914e+24,-6.298859680712815e+22
