,0,1,2
0,1.0471975511965976,0.0,0.0
1,1.0456350090710627,0.07347256022386814,-0.04250853868167847
2,1.0413458004721172,0.14600660524718972,-0.08489582834404313
3,1.0338186446856532,0.2164175745498711,-0.12726303379976628
4,1.0228450638174218,0.2835394856267668,-0.17012235334971285
5,1.0087481168383372,0.34630372782601193,-0.2141284416529985
6,0.9923507399848476,0.40382268798931764,-0.25971198669295653
7,0.9752101547183565,0.45541677814645787,-0.3067495562589662
8,0.9577219819019527,0.5014442744239123,-0.353547852246504
9,0.9399213322526336,0.5424274592387534,-0.39946908290227223
10,0.9218825073272028,0.5784493410523395,-0.44478568952663017
11,0.904149121089554,0.6095794243368663,-0.4895948851356907
12,0.8867917604148426,0.6358832604804944,-0.5340437876864651
13,0.8699837986711775,0.6574700768371678,-0.5783398683310462
14,0.8533853163556386,0.6743436781765573,-0.6228681579922998
15,0.8367833804252148,0.6863777190768577,-0.6681650368357515
16,0.8195266192225062,0.6931867279652341,-0.7152005282822352
17,0.8002931062822641,0.6939675360601213,-0.7654871141320887
18,0.7770212524065293,0.6872957412877356,-0.8211627796210178
19,0.7463550533943382,0.6706984067754381,-0.8851347636510122
20,0.7034336226135948,0.6400342354033094,-0.9604962896326852
21,0.6420393189510717,0.5886470511061612,-1.0492659934192843
22,0.5523203373499657,0.5057712187186896,-1.1484425943298933
23,0.4222894196801441,0.37963227603607014,-1.2398058502682228
24,0.22161113222761947,0.2129014178359853,-1.275967357528104
25,-0.1608093199231379,0.116488187753689,-1.142927390685371
26,-0.7173846537459148,1.0097682735762425,-1.137712752140255
27,-37967.30917264416,22278.79569383614,-41187.88566795949
