,0,1,2
0,0.0,0.0,1.0
1,0.0036023760309860514,-0.0005718141348736127,1.0102782018459666
2,0.00039051015660730194,-0.0015425030019430234,1.0024330429593333
3,-0.00887367755983229,-0.004491935172816326,0.976010032716348
4,-0.022389623130102888,-0.01201451651022527,0.9352115994543744
5,-0.03907096250063258,-0.025633924848536403,0.8810438077495419
6,-0.05696528687769019,-0.048079328384515306,0.8284717238440813
7,-0.06915281309634992,-0.05774117653901612,0.7554415689003862
8,-0.07905772209040661,-0.0595186964507431,0.6727767228592039
9,-0.09323113180249887,-0.05998164511471601,0.5815345296544581
10,-0.11050917726545903,-0.06260448083548811,0.4829613830117902
11,-0.13099255274885518,-0.06300594202057772,0.3749497231217773
12,-0.1544208961771421,-0.06299993221045816,0.25537438904006216
13,-0.18087559969364306,-0.059098095648077206,0.12280802806200741
14,-0.2119109044414508,-0.05411336360478272,-0.022677953385001337
15,-0.25068257199255417,-0.04667511327344395,-0.18344063199486385
16,-0.30160291678463397,-0.03398413304602656,-0.36078185918246386
17,-0.37177247177331385,-0.01360421349362716,-0.5540292256981971
18,-0.4728460664571682,0.020398303972246696,-0.765128422049107
19,-0.6216575285371109,0.07605032761969727,-0.9991172408874984
20,-0.8447054949616692,0.1596589299067423,-1.2668077458475517
21,-1.1845254708008237,0.29899313789787096,-1.6062463690291366
22,-1.681201275757569,0.4978289079846826,-2.002204452115415
23,-2.408808110814628,0.8133252164148204,-2.409700095006301
24,-3.8885935386250075,1.4190796532682914,-3.433715647207655
25,-9.155422648708562,3.4157310834932826,-8.27469538986098
26,-118.53109953809548,46.36086660936621,-108.05391158721301
27,-49615004.749271035,19397456.035363458,-45280787.9993676
